repeat,fold,n_train,n_valid,variant,r2,mse,rmse,mae,max_error,negative_predictions,gate_value
4,2,792,198,stack_ridge,0.8010540178291691,0.39848496089620833,0.6312566521599661,0.39889072378641394,3.6827618440909093,0,
4,2,792,198,stack_nnls,0.7951491532014606,0.41031229073013953,0.6405562354158607,0.3994996504085323,3.809718223792764,0,
4,3,792,198,rf,0.8521836217963072,0.36415914721161635,0.6034560027140474,0.42146934343434345,2.4851700000000028,0,
4,3,792,198,gbr,0.8561229111339307,0.35445434816808963,0.5953606874560073,0.4407646177834201,2.4096486376719928,0,
4,3,792,198,svr,0.8260361036298662,0.42857594616788736,0.6546571210701732,0.44380304564271544,2.58493031527389,0,
4,3,792,198,mlp,0.918282136500915,0.20131941971122286,0.44868632663724317,0.32111865531013467,1.8363882923126225,1,
4,3,792,198,pinn,0.9341472939631268,0.16223415539866012,0.40278301279803264,0.2883905600429786,1.6660377407073979,0,
4,3,792,198,hybrid_gated,0.2941475525812459,1.7389319670316763,1.318685696832902,1.0038133617419787,2.8092858514785766,57,0.06895026564598083
4,3,792,198,hybrid_ungated,0.86722417798665,0.32710536343999636,0.5719312576175535,0.40544639882656064,2.139022747039795,4,
4,3,792,198,stack_ridge,0.9256412350639309,0.18318960832279052,0.4280065517288147,0.31026033466910874,1.5379369899312065,0,
4,3,792,198,stack_nnls,0.9252402396556519,0.18417749713246911,0.4291590580804151,0.31113648830176116,1.520452330578454,0,
4,4,792,198,rf,0.8522049350138641,0.31264732442222226,0.5591487498172756,0.39702222222222233,2.36649,0,
4,4,792,198,gbr,0.8371498388439312,0.3444950423205857,0.5869370002995089,0.4310409020877978,2.0387863915034723,0,
4,4,792,198,svr,0.7611559223447921,0.5052534185765886,0.7108118025023139,0.48661647094692567,3.359777038575211,0,
4,4,792,198,mlp,0.8399892778148288,0.338488461537969,0.5817976121796729,0.39596738732704007,3.1586861505508423,0,
4,4,792,198,pinn,0.829392297533445,0.3609054314972871,0.600754052418531,0.42157031408343654,2.6779366626739503,0,
4,4,792,198,hybrid_gated,0.713869957538589,0.6052826744977493,0.7779991481343339,0.5209418610490933,4.654856876373291,1,0.0765085443854332
4,4,792,198,hybrid_ungated,0.8235497415123701,0.3732648394920491,0.610954040408973,0.4396215038877545,2.2588949651718138,4,
