tier,repeat,fold,n_train,n_valid,variant,r2,mse,rmse,mae,max_error,negative_predictions
geometry_only,1,1,792,198,stack_nnls,0.8565351945706641,0.34010498697721686,0.5831852081262151,0.38600483903915467,3.1279919566078127,0
geometry_only,1,2,792,198,prior_xgb,0.8178286985576815,0.44010414058928216,0.6634034523495353,0.4403707168981282,3.648195636749268,0
geometry_only,1,2,792,198,prior_gbr,0.8263922208991864,0.4194156918013238,0.6476231093786909,0.4449401820600857,3.5692682060698218,0
geometry_only,1,2,792,198,prior_rf,0.8035647384243532,0.47456416731234935,0.688886178778722,0.4916468689785708,3.3604414338235244,0
geometry_only,1,2,792,198,rf,0.7995566687859599,0.4842471856015151,0.6958787147208305,0.49586035353535346,3.4439199999999985,0
geometry_only,1,2,792,198,gbr,0.8118888450330217,0.4544541183849028,0.6741321223505841,0.5053074608636368,3.6840227737989926,0
geometry_only,1,2,792,198,svr,0.684437809205972,0.7623606225695813,0.8731326488968221,0.604469667440497,4.027877906582384,0
geometry_only,1,2,792,198,mlp,0.7889259050704329,0.5099298430332133,0.7140937214632358,0.4299874542692695,5.056584251403809,1
geometry_only,1,2,792,198,pinn,0.7712750291619954,0.552572254383558,0.7433520393350367,0.40640306224606254,5.70036162185669,0
geometry_only,1,2,792,198,stack_ridge,0.8317218186951012,0.4065400190741335,0.6376049082889289,0.39448623039593894,4.776556467265069,0
geometry_only,1,2,792,198,stack_nnls,0.8273611383138946,0.4170749028695548,0.6458133653537644,0.3988508638613149,4.806156622560418,0
geometry_only,1,3,792,198,prior_xgb,0.8632906978352546,0.3773773454056384,0.6143104633698163,0.4441602426881742,2.3537082176208495,0
geometry_only,1,3,792,198,prior_gbr,0.8501462006399039,0.4136618950282793,0.6431655269277725,0.4786662457141675,1.9955736897753855,0
geometry_only,1,3,792,198,prior_rf,0.8257864596869089,0.48090541269712206,0.6934734405131332,0.5235913772908101,2.420329089015147,0
geometry_only,1,3,792,198,rf,0.8248754329819233,0.4834202440515151,0.6952842900939983,0.5223155555555555,2.547030000000001,0
geometry_only,1,3,792,198,gbr,0.8118345637300934,0.5194187353180931,0.7207071078587286,0.5463809267146553,2.475473350753272,0
geometry_only,1,3,792,198,svr,0.7560591648630203,0.6733831812636354,0.8205992817835239,0.5899549394970767,4.201934210795087,0
geometry_only,1,3,792,198,mlp,0.8447261601600267,0.4286235725140021,0.6546934950906432,0.4744657669994566,2.7139742431640625,0
geometry_only,1,3,792,198,pinn,0.8526020675525922,0.40688263040250416,0.637873522261666,0.4488056034481887,3.1574696617126463,1
geometry_only,1,3,792,198,stack_ridge,0.8709119180618463,0.35633945103911574,0.5969417484471292,0.43236683659986386,2.4426473707663092,0
geometry_only,1,3,792,198,stack_nnls,0.8666376077411656,0.3681384131925073,0.6067441084942706,0.44362224399060673,2.4215946676469065,0
geometry_only,1,4,792,198,prior_xgb,0.8189315538599891,0.41967232389637055,0.6478212129101443,0.4176945898677363,3.482185952186584,0
geometry_only,1,4,792,198,prior_gbr,0.8121148590545626,0.4354717534009104,0.6599028363334335,0.4501023665591271,3.259749548410169,0
geometry_only,1,4,792,198,prior_rf,0.7705071264160243,0.5319082900847901,0.72932043032181,0.48302855867717237,3.3627300000000027,0
geometry_only,1,4,792,198,rf,0.7687734552589391,0.535926515340909,0.732070020790982,0.49002338383838373,3.4338399999999982,0
geometry_only,1,4,792,198,gbr,0.7554597874516902,0.5667843374924949,0.7528508069282352,0.5251229993878609,2.8128958574538743,0
geometry_only,1,4,792,198,svr,0.7403570579908885,0.6017887665087566,0.7757504537599424,0.5324938236075357,3.7061943391999446,0
geometry_only,1,4,792,198,mlp,0.8358470314843635,0.3804663884848025,0.6168195753093465,0.37903080098436337,3.1384220046997067,0
geometry_only,1,4,792,198,pinn,0.8148408463441986,0.42915358231620965,0.6550981470865336,0.4188490006977862,3.253163173675537,0
geometry_only,1,4,792,198,stack_ridge,0.8347059610228158,0.3831111104257913,0.6189597001629358,0.39213319206622765,2.9897110552265276,0
geometry_only,1,4,792,198,stack_nnls,0.8354748369455993,0.3813290442945503,0.6175184566428361,0.3934795852675239,2.9226262863907966,0
geometry_only,2,0,792,198,prior_xgb,0.8910523945166668,0.3050322986036436,0.5522972918670194,0.399122629879701,2.446543643951416,0
geometry_only,2,0,792,198,prior_gbr,0.8782849920667779,0.34077856488650554,0.5837624216121705,0.4204207914977752,2.2809117256499216,0
geometry_only,2,0,792,198,prior_rf,0.8391439677322359,0.45036588963310553,0.6710930558671468,0.48744939548406324,2.4778857544757074,0
geometry_only,2,0,792,198,rf,0.8419363531024071,0.4425477487545453,0.6652426239760538,0.4818582828282827,2.163070000000002,0
geometry_only,2,0,792,198,gbr,0.8564150622240232,0.4020101535996365,0.6340427064477885,0.47471218559114764,2.59864743267359,0
geometry_only,2,0,792,198,svr,0.7678101259494706,0.6500868989264603,0.8062796654551448,0.5567588361256013,3.3449841531514988,0
geometry_only,2,0,792,198,mlp,0.8623648732400335,0.3853518294224377,0.6207671297857495,0.4317652617933775,2.30874556350708,0
geometry_only,2,0,792,198,pinn,0.8763450893045432,0.34620991875616475,0.5883960560338289,0.412416025375477,2.492075860977173,1
geometry_only,2,0,792,198,stack_ridge,0.8952617925619492,0.2932467953262303,0.5415226637235327,0.39210200620794877,2.0756224057610644,0
geometry_only,2,0,792,198,stack_nnls,0.8915783053728992,0.3035598495615055,0.5509626571388532,0.3999728968539239,2.1106777426267422,0
geometry_only,2,1,792,198,prior_xgb,0.8675421955030911,0.33010367389705647,0.5745464941125796,0.414258726801535,2.3327660903930667,0
geometry_only,2,1,792,198,prior_gbr,0.8663701467766749,0.3330245858965103,0.5770828241219021,0.4206232689949474,2.07728972026578,0
geometry_only,2,1,792,198,prior_rf,0.8489653813057101,0.3763997350400718,0.6135142500709105,0.4433452315383909,2.6268679944916116,0
geometry_only,2,1,792,198,rf,0.8579958035084531,0.3538946394944442,0.5948904432703926,0.4271199494949494,2.516270000000002,0
geometry_only,2,1,792,198,gbr,0.8282343182898182,0.4280644904037093,0.6542663757245281,0.5109037401843988,2.1013129365342182,0
geometry_only,2,1,792,198,svr,0.7707280430918338,0.5713783010703567,0.7558956945705914,0.5249928977153625,3.9909693865207387,0
geometry_only,2,1,792,198,mlp,0.8602821449496497,0.34819675168489866,0.5900819872567699,0.41939954719097927,2.2312557449340824,1
geometry_only,2,1,792,198,pinn,0.8659658352421363,0.33403218770190846,0.5779551779350268,0.38443704765944775,2.3942329368591313,1
geometry_only,2,1,792,198,stack_ridge,0.8869124320876586,0.28183029140285903,0.5308769079578232,0.3839449224702734,2.0665138484476397,0
geometry_only,2,1,792,198,stack_nnls,0.8871060789580876,0.2813476958803826,0.5304221864518702,0.38494550927640897,2.0592413384779866,0
geometry_only,2,2,792,198,prior_xgb,0.8178296336172196,0.3876876473682201,0.6226456836501961,0.4304773987459413,2.9934255008697512,0
geometry_only,2,2,792,198,prior_gbr,0.7967287917376586,0.43259361044119693,0.6577184887481854,0.46394278667709393,3.446200408691843,0
geometry_only,2,2,792,198,prior_rf,0.7641703582161598,0.5018831592552001,0.7084371244190977,0.5091132165466469,3.3240317187499926,0
geometry_only,2,2,792,198,rf,0.7587813001228083,0.5133519359570708,0.7164858239749554,0.5118159090909092,3.550609999999999,0
geometry_only,2,2,792,198,gbr,0.7661692814675356,0.49762913118255947,0.7054283317124139,0.5149929626375677,3.304209806921424,0
geometry_only,2,2,792,198,svr,0.719213831706688,0.5975578309506049,0.7730186485141254,0.5279044952566116,4.182017318069582,0
geometry_only,2,2,792,198,mlp,0.8275555925307857,0.3669892527584322,0.6057963789578411,0.38218179418342285,4.109751594543457,1
geometry_only,2,2,792,198,pinn,0.8340966759291963,0.35306878213347515,0.5941959122490453,0.3771158044001069,3.6172756080627444,0
geometry_only,2,2,792,198,stack_ridge,0.8399826127401783,0.3405425681277748,0.5835602523542661,0.364841740450926,3.9280681511468076,0
geometry_only,2,2,792,198,stack_nnls,0.8373338643410446,0.3461795279457769,0.5883702303361182,0.36777036478164443,3.990340582581256,0
geometry_only,2,3,792,198,prior_xgb,0.8501187386537352,0.421152431778406,0.6489625811850834,0.4322317611316237,3.733530406951905,0
geometry_only,2,3,792,198,prior_gbr,0.8605564940610733,0.3918233079598321,0.6259579122910998,0.44981739677236526,2.710266291841191,0
geometry_only,2,3,792,198,prior_rf,0.8318901727174308,0.472373010007807,0.6872939764087904,0.4810665029571947,3.3867300000000107,0
geometry_only,2,3,792,198,rf,0.8242303781929167,0.4938963216075757,0.7027775761985976,0.4966340909090908,3.177500000000001,0
geometry_only,2,3,792,198,gbr,0.8255790530188678,0.49010667053628265,0.7000761890939319,0.5317094040447566,2.708359146282079,0
geometry_only,2,3,792,198,svr,0.7717727670628987,0.6412973395483926,0.8008104267230745,0.5619996261716281,3.75512307628191,0
geometry_only,2,3,792,198,mlp,0.8598404340221997,0.3938353702013838,0.6275630408185171,0.4167271781780502,3.324691835403442,0
geometry_only,2,3,792,198,pinn,0.8603746719104342,0.392334211325637,0.6263658765654759,0.41009052672530666,3.2708268795013424,0
geometry_only,2,3,792,198,stack_ridge,0.8844604162971188,0.3246555053384315,0.5697854906352315,0.3898856655325039,2.789608664634248,0
geometry_only,2,3,792,198,stack_nnls,0.8803683994775704,0.33615369276327284,0.5797876272940574,0.39147856955496074,2.7528936210828983,0
geometry_only,2,4,792,198,prior_xgb,0.6985737875051056,0.5146546020111291,0.7173943141753558,0.4451904201238143,3.3755816535949705,2
geometry_only,2,4,792,198,prior_gbr,0.6682798321884836,0.5663784497408054,0.7525811914609648,0.45906796163411084,3.5186480819544546,3
geometry_only,2,4,792,198,prior_rf,0.6623610536615305,0.5764841621205232,0.7592655412439862,0.4864301563898039,3.13890337499999,0
geometry_only,2,4,792,198,rf,0.6724094698096471,0.559327513497475,0.7478820184343751,0.4939957070707071,3.0997700000000004,0
geometry_only,2,4,792,198,gbr,0.6428157416971926,0.6098557944909498,0.780932644016723,0.4896830283822983,3.395944051603455,0
geometry_only,2,4,792,198,svr,0.6455510329879495,0.6051855627981674,0.7779367344444967,0.53648134753561,3.268656577691867,0
geometry_only,2,4,792,198,mlp,0.7242559119488683,0.4708049864617551,0.6861523055865623,0.4471140782369508,3.009860427856445,1
geometry_only,2,4,792,198,pinn,0.6833544988302342,0.5406399895825269,0.7352822516439024,0.48298997032943397,3.0764202194213865,1
geometry_only,2,4,792,198,stack_ridge,0.7075420480005783,0.49934220931035217,0.706641499850067,0.4355654158627774,3.2160797219929815,0
geometry_only,2,4,792,198,stack_nnls,0.713172613045834,0.4897285921385778,0.6998061103895691,0.4289784062579055,3.2567993434074136,0
dft_free,0,0,792,198,prior_xgb,0.826296056530057,0.41199386418574935,0.6418674817949179,0.4226376001964314,3.0878183765411373,1
dft_free,0,0,792,198,prior_gbr,0.8312651948852348,0.40020798027472804,0.6326199335104199,0.4444696978308344,2.6959312519253693,1
dft_free,0,0,792,198,prior_rf,0.7994525234934926,0.4756617964341937,0.6896823880846847,0.47210503135115445,3.1224554136904787,0
dft_free,0,0,792,198,rf,0.7977195220024519,0.4797721578150053,0.6926558725767114,0.4703224243626745,3.0536400000000037,0
dft_free,0,0,792,198,gbr,0.7897992522754159,0.4985575835517538,0.7060861020808679,0.5153426721280079,2.6761978475593446,0
dft_free,0,0,792,198,svr,0.7608960615467636,0.5671106457201767,0.7530674908135238,0.5303993477745651,3.086411688398422,0
dft_free,0,0,792,198,mlp,0.8097957665880666,0.45112952269520706,0.6716617621207918,0.4594646239319835,2.784031621932983,1
dft_free,0,0,792,198,pinn,0.7908220589284165,0.49613167394448277,0.7043661504817524,0.4731183851644246,2.779073230743408,3
dft_free,0,0,792,198,stack_ridge,0.8465178010509857,0.3640315986244264,0.6033503116966349,0.42126948387024876,2.5324242826181655,1
dft_free,0,0,792,198,stack_nnls,0.8472833885400466,0.36221576565201574,0.6018436388731011,0.417728904886553,2.5947994232797447,0
dft_free,0,1,792,198,prior_xgb,0.8469399651053522,0.39548872045471467,0.6288789394269096,0.4378955736581725,2.892005226135254,0
dft_free,0,1,792,198,prior_gbr,0.8467998117392256,0.3958508598954576,0.6291667981509018,0.45620021808105876,2.6181461041471557,0
dft_free,0,1,792,198,prior_rf,0.8199299145294706,0.4652794424353097,0.6821139512099937,0.5002650196494752,2.669666777827054,0
dft_free,0,1,792,198,rf,0.8109983179680258,0.48835761367795233,0.698825882232443,0.5072752373737374,2.653189999999999,0
dft_free,0,1,792,198,gbr,0.7913796322185698,0.5390499379636225,0.7342002029171761,0.553270214304323,2.8344977303098577,0
dft_free,0,1,792,198,svr,0.7184959688789725,0.7273725577517972,0.8528613942205364,0.5877047231503795,4.217463744732264,0
dft_free,0,1,792,198,mlp,0.8210253532846776,0.4624489604487379,0.6800359993770462,0.4403853014502862,3.5193007621765133,0
dft_free,0,1,792,198,pinn,0.8319972619971822,0.4340988680118646,0.6588617973534849,0.41215602533142975,3.5444574985504147,0
dft_free,0,1,792,198,stack_ridge,0.8518611171765504,0.3827730554077226,0.6186865566728621,0.4282558370634394,2.6577402026647254,0
dft_free,0,1,792,198,stack_nnls,0.8466047343618848,0.3963549163750426,0.6295672453162113,0.438349969140394,2.642618237379631,0
dft_free,0,2,792,198,prior_xgb,0.8276287286676036,0.4001584265175436,0.6325807667938882,0.4131077896314439,3.7212914352416995,0
dft_free,0,2,792,198,prior_gbr,0.8291792701060348,0.39655885788028283,0.6297291940828874,0.43354294855127606,3.6132284065881635,0
dft_free,0,2,792,198,prior_rf,0.8115799651951336,0.437415493133428,0.6613739434944712,0.4607532886763285,3.7035109469696943,0
dft_free,0,2,792,198,rf,0.8260209433409312,0.4038908863498932,0.6355241036734116,0.44404555387205363,3.3114,0
dft_free,0,2,792,198,gbr,0.8057102168779684,0.45104206345744374,0.6715966523572342,0.4927523219565127,3.179367925978303,0
dft_free,0,2,792,198,svr,0.7399262607419738,0.6037589528439364,0.7770192744352848,0.5212280055777437,4.07078783788848,0
dft_free,0,2,792,198,mlp,0.7716169794255354,0.5301892214983351,0.7281409351892909,0.48506194172062056,4.249630821228028,0
dft_free,0,2,792,198,pinn,0.7831255032961064,0.5034722821383725,0.709557807467702,0.46406028128633603,4.372035396575928,0
dft_free,0,2,792,198,stack_ridge,0.8169259524838196,0.42500482954031643,0.6519239445980769,0.43461016508657063,4.047549476760429,0
dft_free,0,2,792,198,stack_nnls,0.8132155861848333,0.43361841304834176,0.6584970865906256,0.43798075524181984,4.0032263724934785,0
dft_free,0,3,792,198,prior_xgb,0.8317647848366313,0.47337137348696867,0.688019893234904,0.46080873248071386,3.182460670471192,0
dft_free,0,3,792,198,prior_gbr,0.817678828177663,0.5130056952552068,0.7162441589676015,0.4827078318083957,3.438198200848105,0
dft_free,0,3,792,198,prior_rf,0.811062254757375,0.5316230605000375,0.7291248593348313,0.5199632511340827,3.2249271874999934,0
dft_free,0,3,792,198,rf,0.8053586643348081,0.5476715223486215,0.7400483243333651,0.5314388257575758,3.3496099999999966,0
dft_free,0,3,792,198,gbr,0.8091302572727067,0.537059213103419,0.7328432391060308,0.5244838106309543,3.6241739019274597,0
dft_free,0,3,792,198,svr,0.7511729054460687,0.7001365522395883,0.8367416281263819,0.6019269911345907,3.2433019158204734,0
dft_free,0,3,792,198,mlp,0.8497732999580582,0.4226999636444303,0.650153799992302,0.43501957051019474,3.1590875701904295,0
dft_free,0,3,792,198,pinn,0.8551971122850516,0.40743872664199166,0.638309271937978,0.43381270570466024,2.9749827766418457,0
dft_free,0,3,792,198,stack_ridge,0.8625442467812323,0.38676574718122153,0.6219049341991278,0.4125707393719155,3.2908893861611848,0
dft_free,0,3,792,198,stack_nnls,0.860851968046157,0.39152739181292057,0.625721497003995,0.4148756660464799,3.207503202612611,0
dft_free,0,4,792,198,prior_xgb,0.7587984067654052,0.44293220125022204,0.665531517848871,0.4745669445726607,2.510796964645386,0
dft_free,0,4,792,198,prior_gbr,0.7502307093436813,0.4586655512159456,0.6772485151079666,0.49731193380324634,2.6579784671473714,0
dft_free,0,4,792,198,prior_rf,0.6819865479341474,0.5839861854217104,0.7641898883273126,0.5692584157729507,2.4616424999999884,0
dft_free,0,4,792,198,rf,0.6807263342980083,0.5863003873820501,0.7657025449755605,0.5704021144781143,2.616819999999999,0
dft_free,0,4,792,198,gbr,0.6857318722370973,0.5771084334315396,0.7596765321053031,0.5829193084606358,2.517857282519718,0
dft_free,0,4,792,198,svr,0.6234667759089626,0.6914493704371011,0.8315343471180857,0.6225695357687077,2.4338768497645624,0
dft_free,0,4,792,198,mlp,0.7508183207837462,0.45758648691484605,0.6764513928693222,0.4594504457471346,3.3178049926757813,0
dft_free,0,4,792,198,pinn,0.7863093585981823,0.39241227602763407,0.6264281890429533,0.41741629423396753,3.3242561225891114,0
dft_free,0,4,792,198,stack_ridge,0.7850818101820084,0.39466649298708956,0.6282248745370479,0.4478127800427,2.9476936865970513,0
dft_free,0,4,792,198,stack_nnls,0.7829350091016194,0.39860878588586923,0.6313547227081375,0.4495259750050718,2.992808878724728,0
dft_free,1,0,792,198,prior_xgb,0.8706786312073719,0.26358197578463527,0.5134023527260421,0.3738643561163635,1.9145589561462404,1
dft_free,1,0,792,198,prior_gbr,0.8546373309103946,0.2962772500916372,0.5443135586145519,0.3992244852524499,2.126949590578578,0
dft_free,1,0,792,198,prior_rf,0.840222186144975,0.32565810473278795,0.5706646166819772,0.4334410209092024,2.1630730900941715,0
dft_free,1,0,792,198,rf,0.8450362303737389,0.31584615098393043,0.5620019136835127,0.4272764442039442,2.301189999999997,0
dft_free,1,0,792,198,gbr,0.8385081820448816,0.32915157678171125,0.5737173317773407,0.4514327931274093,1.8269662178177817,0
dft_free,1,0,792,198,svr,0.7601300493996629,0.4889013787967566,0.6992148302179786,0.5156319939110321,3.1840250142106363,0
dft_free,1,0,792,198,mlp,0.8368374508980954,0.33255685017764197,0.5766774229824174,0.3965579278637664,2.9046113314628603,1
dft_free,1,0,792,198,pinn,0.8608829998504436,0.28354736813411896,0.532491660154522,0.38164055377786804,2.0411896095275877,1
dft_free,1,0,792,198,stack_ridge,0.8747829108500873,0.25521665961531514,0.5051897263556684,0.37760019944469236,1.8007427909722558,0
dft_free,1,0,792,198,stack_nnls,0.8722392991685473,0.26040103246033436,0.5102950445186925,0.37801339756595836,1.7118216493506568,0
dft_free,1,1,792,198,prior_xgb,0.8204011628252521,0.4257661661035557,0.6525075985025429,0.4472162479168237,2.763026258468628,0
dft_free,1,1,792,198,prior_gbr,0.8232531001717174,0.4190052179310984,0.6473061238170843,0.4533439714849538,2.9222573682399258,0
dft_free,1,1,792,198,prior_rf,0.7890626936657362,0.5000587399057964,0.7071483153524417,0.5007991203696672,2.601756954230489,0
dft_free,1,1,792,198,rf,0.7883528050253018,0.5017416381336071,0.7083372347502332,0.5121624705387205,2.6365000000000003,0
dft_free,1,1,792,198,gbr,0.7722052028107451,0.5400219677549378,0.7348618698469378,0.5331657281513306,3.017184676777016,0
dft_free,1,1,792,198,svr,0.7318225269854364,0.6357551992925969,0.7973425859018173,0.568280800445727,3.15031444536242,0
dft_free,1,1,792,198,mlp,0.8314545697936431,0.3995623956262718,0.6321094807280395,0.43423241222627235,3.1230929279327393,0
dft_free,1,1,792,198,pinn,0.8425469161465742,0.3732663134574042,0.6109552466894806,0.42452435515866127,2.9804916591644286,1
dft_free,1,1,792,198,stack_ridge,0.8550144437260646,0.3437101565144442,0.5862679903546195,0.41032199018651094,2.859452453039526,0
dft_free,1,1,792,198,stack_nnls,0.854521079740039,0.3448797503499505,0.5872646340023809,0.41097196682534753,2.9075164793477954,0
dft_free,1,2,792,198,prior_xgb,0.8220237612360702,0.429969369414169,0.6557204964115191,0.43866722786667367,3.4064983253479006,0
dft_free,1,2,792,198,prior_gbr,0.8180338981805169,0.43960840277030516,0.6630297148471591,0.4587672070146666,3.68382692079013,0
dft_free,1,2,792,198,prior_rf,0.7995041981046527,0.4843739485104916,0.6959697899409798,0.5099263250470774,3.3380798650793597,0
dft_free,1,2,792,198,rf,0.7975091406118033,0.48919376950515375,0.699423883996789,0.5030835429292928,3.558980000000001,0
dft_free,1,2,792,198,gbr,0.7846795714061757,0.5201884787961849,0.721240929784344,0.5464558303128849,3.891177046857017,0
dft_free,1,2,792,198,svr,0.6801718198802047,0.7726667440668485,0.8790146438295829,0.6110495681106708,4.003819062117946,0
dft_free,1,2,792,198,mlp,0.753875600397984,0.5946071994177203,0.7711077741909494,0.4347485909377685,5.387829196929932,0
dft_free,1,2,792,198,pinn,0.7456645916874733,0.6144440173099972,0.7838647952995448,0.43968410444139233,5.532141578674317,0
dft_free,1,2,792,198,stack_ridge,0.809819826049965,0.45945262152009286,0.6778293454255967,0.4183921105136169,4.923896244647835,0
dft_free,1,2,792,198,stack_nnls,0.8036726767850474,0.47430340110442404,0.6886968862311083,0.42257713148168424,4.956728610879693,0
dft_free,1,3,792,198,prior_xgb,0.8449380050262327,0.42803878821636643,0.6542467334395843,0.48068181635153406,2.4001953659057618,0
dft_free,1,3,792,198,prior_gbr,0.8416495563903634,0.43711634180676995,0.6611477458229514,0.49368265238118003,2.3200323453862977,0
dft_free,1,3,792,198,prior_rf,0.8119957235184792,0.5189738639584702,0.7203984064102795,0.5432541489948196,2.6172356261851815,0
dft_free,1,3,792,198,rf,0.8138159897879573,0.5139491345375032,0.7169024581751016,0.5393236877104377,2.7103300000000012,0
dft_free,1,3,792,198,gbr,0.8088879157862754,0.5275527698078825,0.7263282796421205,0.5530097424222253,2.4857354670491,0
dft_free,1,3,792,198,svr,0.741197311077611,0.7144083846736108,0.8452268243930802,0.6108978206773721,4.279456973249053,0
dft_free,1,3,792,198,mlp,0.8371905658017447,0.4494251021096635,0.6703917527160246,0.467248041313104,3.1677231845855713,0
dft_free,1,3,792,198,pinn,0.825056488719608,0.4829204511875625,0.6949247809565885,0.49267749774034575,3.030435329437256,0
dft_free,1,3,792,198,stack_ridge,0.8543251719952782,0.4021261100330715,0.6341341419865922,0.4498720648691741,2.787278598314685,0
dft_free,1,3,792,198,stack_nnls,0.8518827189389491,0.40886834656036103,0.6394281402631269,0.45545690082655926,2.720361271882971,0
dft_free,1,4,792,198,prior_xgb,0.7936906273697498,0.4781746113090831,0.691501707379731,0.44469140363281423,3.5197209167480477,0
dft_free,1,4,792,198,prior_gbr,0.7995316846339735,0.46463647074210074,0.6816424801478417,0.45916273171911587,3.0630623892343802,0
dft_free,1,4,792,198,prior_rf,0.7634293767559601,0.5483127808236073,0.7404814520456319,0.4950879447558121,3.135240000000006,0
dft_free,1,4,792,198,rf,0.7692106503669678,0.534913204126869,0.7313776070723447,0.4992574318181817,3.036559999999999,0
dft_free,1,4,792,198,gbr,0.7539441153239802,0.57029729437516,0.7551803058708297,0.5388053063368838,2.7008148392412727,0
dft_free,1,4,792,198,svr,0.7243243396448972,0.6389486820549218,0.7993426562212991,0.5519248466130169,3.7545317020851385,0
dft_free,1,4,792,198,mlp,0.8333869157627376,0.38616833437299125,0.6214244397937623,0.39644650071528215,3.358734719276428,1
dft_free,1,4,792,198,pinn,0.8350835962926493,0.38223584433357727,0.6182522497602231,0.4165185796859289,2.6505975646972653,0
dft_free,1,4,792,198,stack_ridge,0.8403221096300852,0.37009425305718247,0.6083537236322158,0.4039790043300002,2.952998772777054,0
dft_free,1,4,792,198,stack_nnls,0.8411785664020008,0.36810919596165365,0.6067200309546847,0.4068513887387824,2.87003331040726,0
dft_free,2,0,792,198,prior_xgb,0.8683128817607358,0.3686985518847184,0.6072055268891402,0.43896986172777236,2.3837584953308104,0
dft_free,2,0,792,198,prior_gbr,0.8629488081207501,0.3837169242943293,0.6194488875559704,0.4479266328313614,2.5157987809142774,0
dft_free,2,0,792,198,prior_rf,0.8305567271163116,0.4744085083957426,0.6887731908224526,0.51163544298457,2.3181625000000077,0
dft_free,2,0,792,198,rf,0.8328567651797889,0.46796884508909303,0.6840824841267996,0.5038847382154881,2.5094600000000025,0
dft_free,2,0,792,198,gbr,0.8563485895272734,0.4021962643396935,0.6341894546109179,0.4796023521914061,2.372447249731067,0
dft_free,2,0,792,198,svr,0.7541405460343691,0.688359088241236,0.8296740855548256,0.5747382895899235,3.462326388476294,0
dft_free,2,0,792,198,mlp,0.869042032940429,0.3666570691060503,0.6055221458427844,0.4242307974777438,2.6361417179107667,0
dft_free,2,0,792,198,pinn,0.8772307178026861,0.3437303296426734,0.5862851948008524,0.40774765264927737,3.2036654357910157,2
dft_free,2,0,792,198,stack_ridge,0.8923271965237344,0.3014630986679934,0.549056553251114,0.39068774365075,2.251616704281098,0
dft_free,2,0,792,198,stack_nnls,0.8851895016411002,0.32144726873875673,0.5669631987516974,0.40794888395178514,2.270719658376406,0
dft_free,2,1,792,198,prior_xgb,0.8655067406391906,0.3351763166996242,0.5789441395330159,0.4120287952796377,2.572587762832642,0
dft_free,2,1,792,198,prior_gbr,0.8586205600118423,0.3523376574967192,0.593580371556135,0.4411151422285951,2.3816118312412176,0
dft_free,2,1,792,198,prior_rf,0.8379452045822746,0.40386358163799546,0.6355026212676038,0.45914414983200363,2.745700636411476,0
dft_free,2,1,792,198,rf,0.83653605218722,0.40737538967720555,0.6382596569400306,0.4502540723905724,2.8457100000000044,0
dft_free,2,1,792,198,gbr,0.8278821628580227,0.4289421117885723,0.654936723499738,0.517887231081235,1.9818374999134898,0
dft_free,2,1,792,198,svr,0.7545163248087274,0.6117802070642189,0.7821637981038364,0.5548657977651935,4.06641969764992,0
dft_free,2,1,792,198,mlp,0.8393417840962039,0.40038310700542556,0.632758332229158,0.42930566017404953,2.335914554595947,1
dft_free,2,1,792,198,pinn,0.83885651301758,0.4015924715007692,0.6337132407491335,0.4322884434801762,2.4599805068969727,0
dft_free,2,1,792,198,stack_ridge,0.8726184945669466,0.31745281517911655,0.5634295121655561,0.39967350308077715,2.021495742137139,0
dft_free,2,1,792,198,stack_nnls,0.87196742728651,0.3190753673725686,0.5648675662246582,0.3978432727718578,1.9926762279165535,0
dft_free,2,2,792,198,prior_xgb,0.812447936747432,0.3991407582101496,0.6317758765655346,0.44524655135593033,3.018811357498169,0
dft_free,2,2,792,198,prior_gbr,0.8020752808055562,0.42121542742729345,0.6490111150260013,0.4746533681011068,2.97665782451885,0
dft_free,2,2,792,198,prior_rf,0.7516559250698693,0.5285158725826669,0.7269909714588393,0.5226924837661788,3.3190796874999915,0
dft_free,2,2,792,198,rf,0.753307936756973,0.5250001277493263,0.7245689254648768,0.5281977631072632,3.42931,0
dft_free,2,2,792,198,gbr,0.7517022731582149,0.5284172364450366,0.7269231296671173,0.5449375984360105,3.467920211701225,0
dft_free,2,2,792,198,svr,0.7066208658958282,0.6243576743364507,0.7901630681931742,0.5415385864774899,4.1701487478379065,0
dft_free,2,2,792,198,mlp,0.836666708126038,0.34759934297145184,0.5895755617149102,0.3678399559247373,3.953874004364014,1
dft_free,2,2,792,198,pinn,0.8167075975393772,0.3900755194240241,0.6245602608427981,0.37922430286503794,4.382191551208496,0
dft_free,2,2,792,198,stack_ridge,0.8349688072226585,0.35121274738933855,0.5926320505923879,0.39126851490756165,3.942810591366138,0
dft_free,2,2,792,198,stack_nnls,0.8342394918412924,0.35276484705299727,0.593940103927153,0.3901116640909138,3.9521033618146184,0
dft_free,2,3,792,198,prior_xgb,0.8459840404223983,0.4327705500085061,0.6578529851026794,0.45851664476683646,3.404104595184327,0
dft_free,2,3,792,198,prior_gbr,0.8513563399667491,0.41767488696815924,0.6462777165957057,0.46465264014994656,2.765256366389086,0
dft_free,2,3,792,198,prior_rf,0.8242979163741321,0.4937065455875365,0.7026425446751261,0.49806693719601314,3.32377125000001,0
dft_free,2,3,792,198,rf,0.8156865296731478,0.5179037428724267,0.7196552944795354,0.5116235196007697,2.977800000000001,0
