repeat,fold,n_train,n_valid,r2,mse,rmse,mae,max_error,negative_predictions,variant
2,12,792,198,0.7140894449362423,0.6084633447873862,0.7800406045760606,0.46654666137454487,5.720980838775635,2,no_quantile_heads
2,13,792,198,0.8060312962823134,0.5450340524615869,0.7382642158885847,0.4804919307472729,3.6878573284149168,0,no_quantile_heads
2,14,792,198,0.7192611213666096,0.47933308339786623,0.6923388501289425,0.4602440365300034,3.6371311264038084,3,no_quantile_heads
3,15,792,198,0.7876221665410974,0.43893796634309873,0.6625239364302989,0.47210683407928006,2.555205810546875,4,no_quantile_heads
3,16,792,198,0.843592407167062,0.43671110904409627,0.660841213185207,0.44823099266399036,3.6552051429748538,5,no_quantile_heads
3,17,792,198,0.8652879255945556,0.36577126495651446,0.6047902652626896,0.42948297592365386,3.1293239974975586,4,no_quantile_heads
3,18,792,198,0.8098582111014393,0.43721822096174,0.6612247885263679,0.42485097167227004,3.2190450477600105,2,no_quantile_heads
3,19,792,198,0.6993125055391067,0.6192281595894102,0.7869105156175067,0.5027094837294684,4.135971333503723,4,no_quantile_heads
4,20,792,198,0.8019687278554641,0.4812674611613151,0.6937344312929229,0.4764810192344165,3.3574522657394406,2,no_quantile_heads
4,21,792,198,0.8450836150629328,0.44667867245023574,0.6683402370426575,0.42161736195737665,3.9637535858154305,5,no_quantile_heads
4,22,792,198,0.7316057238311041,0.5375885528167734,0.7332043049633393,0.4627708832832298,4.467057598114014,1,no_quantile_heads
4,23,792,198,0.8445056887254412,0.3830744365280784,0.6189300740213537,0.4020279113403475,3.368086883544922,5,no_quantile_heads
4,24,792,198,0.7496099187267128,0.5296779630585061,0.7277897794408122,0.4700264120415003,4.76659126663208,0,no_quantile_heads
0,0,792,198,0.7654138341455329,0.5563953185186296,0.7459191099030977,0.5060773418792571,3.448164216995239,12,no_residual_head
0,1,792,198,0.825847755842314,0.4499884522674228,0.6708117860230415,0.4319969054219698,4.27518231010437,4,no_residual_head
0,2,792,198,0.8001219456827697,0.4640151870594144,0.6811866022312935,0.44278520023747525,3.2399127378463746,4,no_residual_head
0,3,792,198,0.7973603977076438,0.5701766230502736,0.7551004059396828,0.5446910486245397,2.9917354102134706,5,no_residual_head
0,4,792,198,0.7093321685276412,0.5337698673551495,0.730595556621548,0.5055486170896375,2.7291039848327636,0,no_residual_head
1,5,792,198,0.7116005097024158,0.5878139721039845,0.7666902712986414,0.5356542740446149,2.790897956848145,7,no_residual_head
1,6,792,198,0.8369640697482932,0.3865012939524525,0.6216922823652007,0.44035347711678713,2.689927616119385,4,no_residual_head
1,7,792,198,0.7155374511298018,0.687227596274244,0.8289919156869047,0.49975574798535816,4.457196857452392,1,no_residual_head
1,8,792,198,0.8516072934974239,0.40962864099778473,0.6400223753883802,0.4858395648147121,2.037916011810303,6,no_residual_head
1,9,792,198,0.7050375007173755,0.6836508523439915,0.8268318162383397,0.5351132888914358,4.033844820976257,4,no_residual_head
2,10,792,198,0.8647815899843796,0.37858548829606403,0.6152930101147452,0.4538049098578366,1.9470225415229798,5,no_residual_head
2,11,792,198,0.7601648672084356,0.5977032366253012,0.7731126933541457,0.5395410626608916,2.5730770053863528,4,no_residual_head
2,12,792,198,0.771284394692926,0.48674335293140975,0.6976699455554967,0.4462749424558697,4.62632723236084,1,no_residual_head
2,13,792,198,0.7623927319485118,0.6676543675257886,0.817101197848705,0.4877331073284149,4.757545595169068,1,no_residual_head
2,14,792,198,0.7297094052345177,0.4614937013108535,0.679333277052474,0.4774184497582792,2.5262780256271364,1,no_residual_head
3,15,792,198,0.7676513158949217,0.4802132935559568,0.6929742372959884,0.49139701541264846,3.112930763244629,8,no_residual_head
3,16,792,198,0.8245972428348227,0.4897481715789542,0.6998200994391017,0.4474610994343806,3.4512984962463378,4,no_residual_head
3,17,792,198,0.7928595313051772,0.562429400575904,0.7499529322403533,0.530446222890507,2.8874791564941407,6,no_residual_head
3,18,792,198,0.7952203097069136,0.47087708808085726,0.6862048441106032,0.43939470346768694,4.1689183149337765,2,no_residual_head
3,19,792,198,0.7461271207588939,0.5228193346184556,0.7230624693748499,0.49525986947676154,3.9026704921722413,5,no_residual_head
4,20,792,198,0.8233798556710399,0.42923285565273833,0.6551586492237879,0.45968983182762607,3.0399126930236813,7,no_residual_head
4,21,792,198,0.7739151052034404,0.6518826314582753,0.8073924891019704,0.5038152406203628,4.689401420593262,8,no_residual_head
4,22,792,198,0.7023058499032275,0.5962756345512926,0.7721888593804579,0.4862451637537793,3.7127011871337894,2,no_residual_head
4,23,792,198,0.8404403257484393,0.3930898294960392,0.626968762775339,0.40731747527315165,3.6416684646606443,3,no_residual_head
4,24,792,198,0.7604170471077613,0.5068164434716429,0.7119104181507971,0.49648291251876137,2.2269813270568846,4,no_residual_head
0,0,792,198,0.7856019701590342,0.508512766166851,0.7131008106620347,0.4664066069800444,3.6786801376342773,3,no_physics_loss
0,1,792,198,0.844002620824313,0.4030784647798271,0.6348846074522733,0.4662274546695478,1.9853532257080087,1,no_physics_loss
0,2,792,198,0.8269812997069046,0.4016614272913535,0.633767644560176,0.42514351349647594,3.2854200496673585,1,no_physics_loss
0,3,792,198,0.8401711242799167,0.4497180590224467,0.670610213926426,0.4717424352698856,2.966771879196167,4,no_physics_loss
0,4,792,198,0.7399960377105141,0.4774600607163155,0.6909848483985127,0.4701445598722708,3.2657073097229006,0,no_physics_loss
1,5,792,198,0.8098409249081172,0.3875809944949679,0.6225600328441973,0.45163581573120276,1.8719211297035216,1,no_physics_loss
1,6,792,198,0.8450025356512367,0.3674448965798996,0.606172332410429,0.4168629176977909,3.334945240020752,7,no_physics_loss
1,7,792,198,0.7867398315781233,0.5152111359041576,0.7177820950010926,0.42447661376721935,4.056693222045898,2,no_physics_loss
1,8,792,198,0.8968673205201977,0.2846912111346802,0.5335646269522374,0.4029616622226407,1.5799183349609374,1,no_physics_loss
1,9,792,198,0.782970660070125,0.503020870746511,0.7092396426783482,0.4555836790956632,3.711012832641601,3,no_physics_loss
2,10,792,198,0.8608072055694164,0.3897129987012028,0.6242699726089689,0.45394827713870034,2.103881099700928,4,no_physics_loss
2,11,792,198,0.7815745355024202,0.5443473004643135,0.7377989566706593,0.5021154786480798,3.251657722473144,3,no_physics_loss
2,12,792,198,0.7861840950433299,0.45503440986872756,0.6745623839710657,0.4450265058050252,3.4644955520629885,1,no_physics_loss
2,13,792,198,0.7974090592926157,0.5692617380505925,0.754494359190705,0.4742287901001747,4.08127587890625,1,no_physics_loss
2,14,792,198,0.7055943045088151,0.5026677832319969,0.7089906792278703,0.4806008307668897,2.84401086807251,0,no_physics_loss
3,15,792,198,0.7323799639727864,0.5531113697380448,0.7437145754508545,0.4913605492981997,2.876102912902832,3,no_physics_loss
